Trial,Observable,Embedding,Embedding Type,Entangled,Iteration,Cost,Train Acc,Validation Acc
1,PauliX,amplitude_encoding,N/A,N/A,47,0.438505513,1,1
1,PauliX,amplitude_encoding,N/A,N/A,48,0.435809441,1,1
1,PauliX,amplitude_encoding,N/A,N/A,49,0.431476536,1,1
1,PauliX,amplitude_encoding,N/A,N/A,50,0.426899566,1,1
1,PauliX,amplitude_encoding,N/A,N/A,51,0.423260829,1,1
1,PauliX,amplitude_encoding,N/A,N/A,52,0.420771348,1,1
1,PauliX,amplitude_encoding,N/A,N/A,53,0.42064086,1,1
1,PauliX,amplitude_encoding,N/A,N/A,54,0.4268836,1,1
1,PauliX,amplitude_encoding,N/A,N/A,55,0.440182243,1,1
1,PauliX,amplitude_encoding,N/A,N/A,56,0.458381518,1,1
1,PauliX,amplitude_encoding,N/A,N/A,57,0.445584109,1,1
1,PauliX,amplitude_encoding,N/A,N/A,58,0.430052501,1,1
1,PauliX,amplitude_encoding,N/A,N/A,59,0.419759714,1,1
1,PauliX,amplitude_encoding,N/A,N/A,60,0.417994281,1,1
1,PauliX,amplitude_encoding,N/A,N/A,61,0.420393182,1,1
1,PauliX,amplitude_encoding,N/A,N/A,62,0.422433686,1,1
1,PauliX,amplitude_encoding,N/A,N/A,63,0.424948707,1,1
1,PauliX,amplitude_encoding,N/A,N/A,64,0.436932297,1,1
1,PauliX,amplitude_encoding,N/A,N/A,65,0.449309159,1,1
1,PauliX,amplitude_encoding,N/A,N/A,66,0.46141476,1,1
1,PauliX,amplitude_encoding,N/A,N/A,67,0.470401986,1,1
1,PauliX,amplitude_encoding,N/A,N/A,68,0.466754808,1,1
1,PauliX,amplitude_encoding,N/A,N/A,69,0.453439766,1,1
1,PauliX,amplitude_encoding,N/A,N/A,70,0.442747424,1,1
1,PauliX,amplitude_encoding,N/A,N/A,71,0.438735773,1,1
1,PauliX,amplitude_encoding,N/A,N/A,72,0.43482591,1,1
1,PauliX,amplitude_encoding,N/A,N/A,73,0.427177976,1,1
1,PauliX,amplitude_encoding,N/A,N/A,74,0.419314423,1,1
1,PauliX,amplitude_encoding,N/A,N/A,75,0.41517937,1,1
1,PauliX,amplitude_encoding,N/A,N/A,76,0.413164838,1,1
1,PauliX,amplitude_encoding,N/A,N/A,77,0.412704672,1,1
1,PauliX,amplitude_encoding,N/A,N/A,78,0.412927997,1,1
1,PauliX,amplitude_encoding,N/A,N/A,79,0.418801082,1,1
1,PauliX,amplitude_encoding,N/A,N/A,80,0.42482924,1,1
1,PauliX,amplitude_encoding,N/A,N/A,81,0.423864145,1,1
1,PauliX,amplitude_encoding,N/A,N/A,82,0.42198159,1,1
1,PauliX,amplitude_encoding,N/A,N/A,83,0.416376215,1,1
1,PauliX,amplitude_encoding,N/A,N/A,84,0.414568104,1,1
1,PauliX,amplitude_encoding,N/A,N/A,85,0.413576466,1,1
1,PauliX,amplitude_encoding,N/A,N/A,86,0.414591117,1,1
1,PauliX,amplitude_encoding,N/A,N/A,87,0.415890614,1,1
1,PauliX,amplitude_encoding,N/A,N/A,88,0.416886276,1,1
1,PauliX,amplitude_encoding,N/A,N/A,89,0.419486956,1,1
1,PauliX,amplitude_encoding,N/A,N/A,90,0.427584882,1,1
1,PauliX,amplitude_encoding,N/A,N/A,91,0.437466897,1,1
1,PauliX,amplitude_encoding,N/A,N/A,92,0.430872273,1,1
1,PauliX,amplitude_encoding,N/A,N/A,93,0.42504107,1,1
1,PauliX,amplitude_encoding,N/A,N/A,94,0.417416252,1,1
1,PauliX,amplitude_encoding,N/A,N/A,95,0.416179013,1,1
1,PauliX,amplitude_encoding,N/A,N/A,96,0.430113075,1,1
1,PauliX,amplitude_encoding,N/A,N/A,97,0.459176574,1,1
1,PauliX,amplitude_encoding,N/A,N/A,98,0.502205107,0.973333333,0.96
1,PauliX,amplitude_encoding,N/A,N/A,99,0.546964228,0.826666667,0.88
1,PauliX,amplitude_encoding,N/A,N/A,100,0.599778751,0.56,0.6
2,PauliY,amplitude_encoding,N/A,N/A,1,0.994902774,0.48,0.56
2,PauliY,amplitude_encoding,N/A,N/A,2,0.982477341,0.48,0.56
2,PauliY,amplitude_encoding,N/A,N/A,3,0.986171124,0.48,0.56
2,PauliY,amplitude_encoding,N/A,N/A,4,1.007794671,0.48,0.56
2,PauliY,amplitude_encoding,N/A,N/A,5,1.020400241,0.48,0.56
2,PauliY,amplitude_encoding,N/A,N/A,6,1.011756268,0.48,0.56
2,PauliY,amplitude_encoding,N/A,N/A,7,1.078277569,0.48,0.56
2,PauliY,amplitude_encoding,N/A,N/A,8,1.035367832,0.48,0.56
2,PauliY,amplitude_encoding,N/A,N/A,9,0.932018356,0.48,0.56
2,PauliY,amplitude_encoding,N/A,N/A,10,0.862499032,0.48,0.56
2,PauliY,amplitude_encoding,N/A,N/A,11,0.852875585,1,1
2,PauliY,amplitude_encoding,N/A,N/A,12,0.857507618,0.52,0.44
2,PauliY,amplitude_encoding,N/A,N/A,13,0.889752632,0.52,0.44
2,PauliY,amplitude_encoding,N/A,N/A,14,0.832009888,0.52,0.44
2,PauliY,amplitude_encoding,N/A,N/A,15,0.755463891,0.973333333,1
2,PauliY,amplitude_encoding,N/A,N/A,16,0.74929093,1,1
2,PauliY,amplitude_encoding,N/A,N/A,17,0.749641588,0.986666667,0.96
2,PauliY,amplitude_encoding,N/A,N/A,18,0.739030372,0.96,0.96
2,PauliY,amplitude_encoding,N/A,N/A,19,0.726131416,0.986666667,0.96
2,PauliY,amplitude_encoding,N/A,N/A,20,0.711563433,1,1
2,PauliY,amplitude_encoding,N/A,N/A,21,0.664902662,1,1
2,PauliY,amplitude_encoding,N/A,N/A,22,0.590866006,1,1
2,PauliY,amplitude_encoding,N/A,N/A,23,0.552866092,1,1
2,PauliY,amplitude_encoding,N/A,N/A,24,0.560143688,1,1
2,PauliY,amplitude_encoding,N/A,N/A,25,0.583358216,1,1
2,PauliY,amplitude_encoding,N/A,N/A,26,0.597103821,1,1
2,PauliY,amplitude_encoding,N/A,N/A,27,0.602822844,1,1
2,PauliY,amplitude_encoding,N/A,N/A,28,0.624294505,1,1
2,PauliY,amplitude_encoding,N/A,N/A,29,0.595204894,1,1
2,PauliY,amplitude_encoding,N/A,N/A,30,0.591381834,1,1
2,PauliY,amplitude_encoding,N/A,N/A,31,0.584703687,1,1
2,PauliY,amplitude_encoding,N/A,N/A,32,0.528999639,1,1
2,PauliY,amplitude_encoding,N/A,N/A,33,0.5271515,1,1
2,PauliY,amplitude_encoding,N/A,N/A,34,0.631916142,0.613333333,0.64
2,PauliY,amplitude_encoding,N/A,N/A,35,0.638166696,0.586666667,0.64
2,PauliY,amplitude_encoding,N/A,N/A,36,0.579868257,1,1
2,PauliY,amplitude_encoding,N/A,N/A,37,0.601079604,1,1
2,PauliY,amplitude_encoding,N/A,N/A,38,0.529513406,1,1
2,PauliY,amplitude_encoding,N/A,N/A,39,0.491377425,1,1
2,PauliY,amplitude_encoding,N/A,N/A,40,0.4695487,1,1
2,PauliY,amplitude_encoding,N/A,N/A,41,0.516484238,0.986666667,1
2,PauliY,amplitude_encoding,N/A,N/A,42,0.658616592,0.52,0.52
2,PauliY,amplitude_encoding,N/A,N/A,43,0.754264048,0.52,0.44
2,PauliY,amplitude_encoding,N/A,N/A,44,0.738754345,0.52,0.44
2,PauliY,amplitude_encoding,N/A,N/A,45,0.61583594,0.613333333,0.56
2,PauliY,amplitude_encoding,N/A,N/A,46,0.531788968,1,1
2,PauliY,amplitude_encoding,N/A,N/A,47,0.514603954,1,1
2,PauliY,amplitude_encoding,N/A,N/A,48,0.468958335,1,1
2,PauliY,amplitude_encoding,N/A,N/A,49,0.436003658,1,1
2,PauliY,amplitude_encoding,N/A,N/A,50,0.441078263,1,1
2,PauliY,amplitude_encoding,N/A,N/A,51,0.447035469,1,1
2,PauliY,amplitude_encoding,N/A,N/A,52,0.448943254,1,1
2,PauliY,amplitude_encoding,N/A,N/A,53,0.442112346,1,1
2,PauliY,amplitude_encoding,N/A,N/A,54,0.451680896,1,1
2,PauliY,amplitude_encoding,N/A,N/A,55,0.458362298,1,1
2,PauliY,amplitude_encoding,N/A,N/A,56,0.458582738,1,1
2,PauliY,amplitude_encoding,N/A,N/A,57,0.452305189,1,1
2,PauliY,amplitude_encoding,N/A,N/A,58,0.439499883,1,1
2,PauliY,amplitude_encoding,N/A,N/A,59,0.441154028,1,1
2,PauliY,amplitude_encoding,N/A,N/A,60,0.472021213,1,1
2,PauliY,amplitude_encoding,N/A,N/A,61,0.505284267,0.986666667,1
2,PauliY,amplitude_encoding,N/A,N/A,62,0.485327276,0.986666667,1
2,PauliY,amplitude_encoding,N/A,N/A,63,0.480457592,0.986666667,1
2,PauliY,amplitude_encoding,N/A,N/A,64,0.516780007,0.933333333,0.92
2,PauliY,amplitude_encoding,N/A,N/A,65,0.492119718,0.973333333,0.96
2,PauliY,amplitude_encoding,N/A,N/A,66,0.456182566,1,1
2,PauliY,amplitude_encoding,N/A,N/A,67,0.429309863,1,1
2,PauliY,amplitude_encoding,N/A,N/A,68,0.424510432,1,1
2,PauliY,amplitude_encoding,N/A,N/A,69,0.448666763,1,1
2,PauliY,amplitude_encoding,N/A,N/A,70,0.485804153,1,1
2,PauliY,amplitude_encoding,N/A,N/A,71,0.489584907,1,1
2,PauliY,amplitude_encoding,N/A,N/A,72,0.49734787,1,1
2,PauliY,amplitude_encoding,N/A,N/A,73,0.486613618,1,1
2,PauliY,amplitude_encoding,N/A,N/A,74,0.464725493,1,1
2,PauliY,amplitude_encoding,N/A,N/A,75,0.452050806,1,1
2,PauliY,amplitude_encoding,N/A,N/A,76,0.433676904,1,1
2,PauliY,amplitude_encoding,N/A,N/A,77,0.434662222,1,1
2,PauliY,amplitude_encoding,N/A,N/A,78,0.437229671,1,1
2,PauliY,amplitude_encoding,N/A,N/A,79,0.457889256,1,1
2,PauliY,amplitude_encoding,N/A,N/A,80,0.485604286,0.986666667,1
2,PauliY,amplitude_encoding,N/A,N/A,81,0.500378968,0.973333333,1
2,PauliY,amplitude_encoding,N/A,N/A,82,0.48954549,0.973333333,1
2,PauliY,amplitude_encoding,N/A,N/A,83,0.494717886,0.973333333,0.96
2,PauliY,amplitude_encoding,N/A,N/A,84,0.532278803,0.813333333,0.76
2,PauliY,amplitude_encoding,N/A,N/A,85,0.551061386,0.733333333,0.68
2,PauliY,amplitude_encoding,N/A,N/A,86,0.47281363,0.973333333,1
2,PauliY,amplitude_encoding,N/A,N/A,87,0.48869012,1,1
2,PauliY,amplitude_encoding,N/A,N/A,88,0.505159631,1,1
2,PauliY,amplitude_encoding,N/A,N/A,89,0.474182952,1,1
2,PauliY,amplitude_encoding,N/A,N/A,90,0.429250021,1,1
2,PauliY,amplitude_encoding,N/A,N/A,91,0.416149562,1,1
2,PauliY,amplitude_encoding,N/A,N/A,92,0.420253628,1,1
2,PauliY,amplitude_encoding,N/A,N/A,93,0.431203557,1,1
2,PauliY,amplitude_encoding,N/A,N/A,94,0.439603161,1,1
2,PauliY,amplitude_encoding,N/A,N/A,95,0.449361223,1,1
2,PauliY,amplitude_encoding,N/A,N/A,96,0.526682677,0.893333333,0.92
2,PauliY,amplitude_encoding,N/A,N/A,97,0.613574293,0.573333333,0.6
2,PauliY,amplitude_encoding,N/A,N/A,98,0.58965584,0.626666667,0.64
2,PauliY,amplitude_encoding,N/A,N/A,99,0.524985947,0.866666667,0.88
2,PauliY,amplitude_encoding,N/A,N/A,100,0.455662549,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,1,1.578185354,0.52,0.44
3,PauliZ,amplitude_encoding,N/A,N/A,2,1.426541962,0.52,0.44
3,PauliZ,amplitude_encoding,N/A,N/A,3,1.271807453,0.333333333,0.28
3,PauliZ,amplitude_encoding,N/A,N/A,4,1.198338928,0.053333333,0.12
3,PauliZ,amplitude_encoding,N/A,N/A,5,1.145748426,0.44,0.52
3,PauliZ,amplitude_encoding,N/A,N/A,6,1.108243294,0.48,0.56
3,PauliZ,amplitude_encoding,N/A,N/A,7,1.074591838,0.48,0.56
3,PauliZ,amplitude_encoding,N/A,N/A,8,1.013821749,0.48,0.56
3,PauliZ,amplitude_encoding,N/A,N/A,9,0.945353479,0.48,0.56
3,PauliZ,amplitude_encoding,N/A,N/A,10,0.847196158,0.48,0.56
3,PauliZ,amplitude_encoding,N/A,N/A,11,0.75981808,0.653333333,0.76
3,PauliZ,amplitude_encoding,N/A,N/A,12,0.697987914,0.986666667,0.96
3,PauliZ,amplitude_encoding,N/A,N/A,13,0.649824058,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,14,0.612244656,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,15,0.57336565,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,16,0.542742457,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,17,0.521660649,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,18,0.506966235,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,19,0.478805814,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,20,0.450078212,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,21,0.437577953,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,22,0.425042927,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,23,0.417938263,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,24,0.415633256,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,25,0.414593763,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,26,0.418580357,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,27,0.431810245,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,28,0.459817008,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,29,0.491932102,0.973333333,0.96
3,PauliZ,amplitude_encoding,N/A,N/A,30,0.531452376,0.826666667,0.88
3,PauliZ,amplitude_encoding,N/A,N/A,31,0.547870203,0.76,0.72
3,PauliZ,amplitude_encoding,N/A,N/A,32,0.53676885,0.813333333,0.84
3,PauliZ,amplitude_encoding,N/A,N/A,33,0.516740807,0.933333333,0.92
3,PauliZ,amplitude_encoding,N/A,N/A,34,0.485955953,0.986666667,0.96
3,PauliZ,amplitude_encoding,N/A,N/A,35,0.466633861,0.986666667,1
3,PauliZ,amplitude_encoding,N/A,N/A,36,0.439880732,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,37,0.423972484,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,38,0.425261884,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,39,0.439616866,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,40,0.445023274,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,41,0.4493065,0.986666667,1
3,PauliZ,amplitude_encoding,N/A,N/A,42,0.445427325,0.986666667,1
3,PauliZ,amplitude_encoding,N/A,N/A,43,0.431545508,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,44,0.414980811,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,45,0.408378376,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,46,0.402742575,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,47,0.399568811,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,48,0.399723914,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,49,0.400778861,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,50,0.405697237,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,51,0.410083219,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,52,0.409825529,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,53,0.412373853,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,54,0.405934041,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,55,0.398991963,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,56,0.394758071,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,57,0.395385407,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,58,0.403426183,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,59,0.406160209,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,60,0.411909128,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,61,0.417004324,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,62,0.410076164,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,63,0.404832672,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,64,0.399770871,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,65,0.397005611,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,66,0.398454395,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,67,0.400771552,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,68,0.405145837,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,69,0.407222142,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,70,0.405478921,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,71,0.401470177,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,72,0.398936806,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,73,0.394196891,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,74,0.392887412,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,75,0.394741402,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,76,0.399690359,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,77,0.403363036,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,78,0.401096109,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,79,0.397188395,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,80,0.3969713,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,81,0.396856303,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,82,0.395328501,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,83,0.392007924,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,84,0.391042068,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,85,0.39080092,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,86,0.391026651,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,87,0.391933057,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,88,0.392421278,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,89,0.392022463,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,90,0.392590953,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,91,0.396829456,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,92,0.413011611,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,93,0.435434038,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,94,0.468080211,0.973333333,0.96
3,PauliZ,amplitude_encoding,N/A,N/A,95,0.486217135,0.973333333,0.96
3,PauliZ,amplitude_encoding,N/A,N/A,96,0.488137893,0.973333333,0.96
3,PauliZ,amplitude_encoding,N/A,N/A,97,0.46396706,0.973333333,0.96
3,PauliZ,amplitude_encoding,N/A,N/A,98,0.440800117,0.986666667,1
3,PauliZ,amplitude_encoding,N/A,N/A,99,0.407137497,1,1
3,PauliZ,amplitude_encoding,N/A,N/A,100,0.392595511,1,1
4,PauliX,rotation_encoding,RX,FALSE,1,0.882493518,1,1
4,PauliX,rotation_encoding,RX,FALSE,2,0.713497336,1,1
4,PauliX,rotation_encoding,RX,FALSE,3,0.565417649,1,1
4,PauliX,rotation_encoding,RX,FALSE,4,0.458590989,1,1
4,PauliX,rotation_encoding,RX,FALSE,5,0.380756983,1,1
4,PauliX,rotation_encoding,RX,FALSE,6,0.329625843,1,1
4,PauliX,rotation_encoding,RX,FALSE,7,0.295582756,1,1
4,PauliX,rotation_encoding,RX,FALSE,8,0.281485565,0.986666667,1
4,PauliX,rotation_encoding,RX,FALSE,9,0.274494659,0.986666667,1
4,PauliX,rotation_encoding,RX,FALSE,10,0.266994475,0.986666667,1
4,PauliX,rotation_encoding,RX,FALSE,11,0.262048376,0.986666667,1
4,PauliX,rotation_encoding,RX,FALSE,12,0.252032325,0.986666667,1
4,PauliX,rotation_encoding,RX,FALSE,13,0.235524064,0.986666667,1
4,PauliX,rotation_encoding,RX,FALSE,14,0.219927857,1,1
4,PauliX,rotation_encoding,RX,FALSE,15,0.208342486,1,1
4,PauliX,rotation_encoding,RX,FALSE,16,0.198069572,1,1
4,PauliX,rotation_encoding,RX,FALSE,17,0.194376333,1,1
4,PauliX,rotation_encoding,RX,FALSE,18,0.19686543,1,1
4,PauliX,rotation_encoding,RX,FALSE,19,0.208502165,1,1
4,PauliX,rotation_encoding,RX,FALSE,20,0.217536306,1,1
4,PauliX,rotation_encoding,RX,FALSE,21,0.212404498,1,1
4,PauliX,rotation_encoding,RX,FALSE,22,0.194325751,1,1
4,PauliX,rotation_encoding,RX,FALSE,23,0.175787405,1,1
4,PauliX,rotation_encoding,RX,FALSE,24,0.156351244,1,1
4,PauliX,rotation_encoding,RX,FALSE,25,0.139643649,1,1
4,PauliX,rotation_encoding,RX,FALSE,26,0.126852779,1,1
4,PauliX,rotation_encoding,RX,FALSE,27,0.119686907,1,1
4,PauliX,rotation_encoding,RX,FALSE,28,0.119134652,1,1
4,PauliX,rotation_encoding,RX,FALSE,29,0.12000635,1,1
4,PauliX,rotation_encoding,RX,FALSE,30,0.125413821,1,1
4,PauliX,rotation_encoding,RX,FALSE,31,0.126577906,1,1
4,PauliX,rotation_encoding,RX,FALSE,32,0.126488314,1,1
4,PauliX,rotation_encoding,RX,FALSE,33,0.123405505,1,1
4,PauliX,rotation_encoding,RX,FALSE,34,0.114218809,1,1
4,PauliX,rotation_encoding,RX,FALSE,35,0.102144363,1,1
4,PauliX,rotation_encoding,RX,FALSE,36,0.094611369,1,1
4,PauliX,rotation_encoding,RX,FALSE,37,0.088000105,1,1
4,PauliX,rotation_encoding,RX,FALSE,38,0.080736525,1,1
4,PauliX,rotation_encoding,RX,FALSE,39,0.077068527,1,1
4,PauliX,rotation_encoding,RX,FALSE,40,0.074448262,1,1
4,PauliX,rotation_encoding,RX,FALSE,41,0.068512271,1,1
4,PauliX,rotation_encoding,RX,FALSE,42,0.067836839,1,1
4,PauliX,rotation_encoding,RX,FALSE,43,0.070740974,1,1
4,PauliX,rotation_encoding,RX,FALSE,44,0.073566541,1,1
4,PauliX,rotation_encoding,RX,FALSE,45,0.066897782,1,1
4,PauliX,rotation_encoding,RX,FALSE,46,0.057458661,1,1
4,PauliX,rotation_encoding,RX,FALSE,47,0.052247628,1,1
4,PauliX,rotation_encoding,RX,FALSE,48,0.052243051,1,1
4,PauliX,rotation_encoding,RX,FALSE,49,0.051781222,1,1
4,PauliX,rotation_encoding,RX,FALSE,50,0.053628366,1,1
4,PauliX,rotation_encoding,RX,FALSE,51,0.058273773,1,1
4,PauliX,rotation_encoding,RX,FALSE,52,0.063424691,1,1
4,PauliX,rotation_encoding,RX,FALSE,53,0.063098498,1,1
4,PauliX,rotation_encoding,RX,FALSE,54,0.053485731,1,1
4,PauliX,rotation_encoding,RX,FALSE,55,0.046580209,1,1
4,PauliX,rotation_encoding,RX,FALSE,56,0.037760165,1,1
4,PauliX,rotation_encoding,RX,FALSE,57,0.038657311,1,1
4,PauliX,rotation_encoding,RX,FALSE,58,0.043809889,1,1
4,PauliX,rotation_encoding,RX,FALSE,59,0.050804815,1,1
4,PauliX,rotation_encoding,RX,FALSE,60,0.046854943,1,1
4,PauliX,rotation_encoding,RX,FALSE,61,0.040616628,1,1
4,PauliX,rotation_encoding,RX,FALSE,62,0.036738712,1,1
4,PauliX,rotation_encoding,RX,FALSE,63,0.032643061,1,1
4,PauliX,rotation_encoding,RX,FALSE,64,0.029774491,1,1
4,PauliX,rotation_encoding,RX,FALSE,65,0.02848355,1,1
4,PauliX,rotation_encoding,RX,FALSE,66,0.027866151,1,1
4,PauliX,rotation_encoding,RX,FALSE,67,0.028276653,1,1
4,PauliX,rotation_encoding,RX,FALSE,68,0.030568174,1,1
4,PauliX,rotation_encoding,RX,FALSE,69,0.032960099,1,1
4,PauliX,rotation_encoding,RX,FALSE,70,0.034123279,1,1
4,PauliX,rotation_encoding,RX,FALSE,71,0.031082164,1,1
4,PauliX,rotation_encoding,RX,FALSE,72,0.02810936,1,1
